Date Commented,Star Ratings 1-5,Comments,Sentiment
2024,1,The lab procedure hmo queieng is very slow. 1 hour per lab number/procedure waiting time. It seems like the quality of the waiting time here is not st lukes.,0
2023,5,It's a beautiful hospital There's even a Starbucks in there.,2
2021,5,"After going to a clinic in Mandaluyong, I came here. There equipment is clean and state of art. The doctors are professionals. If you get a serious disease, I recommend to visit here. I came here instead. The testing equipment is new and the doctors are excellent. I recommend this place if you have a serious illness.",2
2024,2,"It is located in BGC and is said to be the highest level in the Philippines, but only in terms of facilities.",2
2024,1,"When you say that St. Luke's is like goods n goods, you are alive here. But why is that? ICU is like a market because the nurses are making so much noise. Debts in question. Our patient can't sleep. It's ICU but they don't have full PPE, …",0
2024,1,"It's been a while since they took a break at the hmo reception for whatever reason, maybe it was like that for two hours, maybe you've eaten the toilet in the cr or you've slept, it's useless, you have no intention of coming back",0
2024,5,Good hospital facilities and very accommodating. And IT workers are super happy with low wages.,2
2024,1,"There is no doubt that this is the most expensive and disgusting hospital in the Philippines. Some of the doctors here are racist. When you are not Filipino, they will try every means to defraud you of your money and let you use the most …",0
2022,2,Why is it the Service of this hospital is poor Since its a high end hospital in the Phil. We billed out starting at 12:30 until now 11:21 P.M still no receipt has arrived …,0
2022,1,"your pcr test process is very rotten. You people make it difficult for the registration, that's rotten. Your healthhub is useless, honestly.",0
2024,1,"The pathology department is NOT DOING THEIR JOBS ACCORDINGLY. Damn those in the windows! The guard? He does not know what he is doing by giving wrong numbers. You may be fasting but you haven't had your blood drawn yet. Then they will panic!!! Paying a bunch of money, yet THIS IS WHAT YOU GET! NOT RECOMMENDING THIS FACILITY!",0
2023,1,"Kindly train your staff in CUSTOMER SERVICE especially over the phone Also, tell the people in Women's Health about 'Time Management'.  ",1
2022,1,We went to st lukes because it is a high class hospital. We went at 4pm and until 8pm we were still not accommodated. We thought we would be accommodated right away because it was high class.  We have been waiting for exactly 4 hours and …,0
2022,1,"Worse service by a hospital ever. 12 hours wait time before vital signs are taken, additional 2 hours for consultation and another 5 hours just for the bill. No number system, not even a queue. Those who are positive in the antigen test will mix with other patients.",0
2023,1,"Warning!!!!! Do not go to the ER or be confined to the hospital. Everything takes a long time at the hospital, but it's fast for those who pay. …",0
2022,1,"the process is very slow! prescription only, it will take 4 hours to get it! You asked the nurse where the prescription was and then they told you it was ready and they were just taking care of another patient! for 4 hours?! is that what you are going to tell me? Unacceptable!",0
2022,1,"It's a shame that the facilities and equipment are nice because they're just superficial. The staff is three to five (sorry to say!). Lab tests, blood extracts, etc. are performed but there is no proper interpretation of the results. Just a …",0
2022,1,"Went to this ""5 star"" hospital at their ER. The ER doctor recommended for EENT specialist. BUT THERE ARE NO SPECIALISTS AVAILABLE. They are supposed to have at least 1 specialist round the clock bcoz this is supposedly a 1st class …",0
2023,1,"3 calls I was hung up on Answering the phone Put on hold Without permission Hold for 10 minutes The rude person answering the phone at saint Luke's hospital always, then there are health concerns The caller and this is how the call is answered",0
2023,1,"Do not call here when you have an emergency because the reception and emergency are liars. You ask properly for ENT PEDIA and then they will say that there is something, when you arrived there you traveled because you had an emergency, but it turns out there is nothing. Money is just money. Lukes brings.",0
2022,1,"WORST ER SERVICE. I've been waiting for more than 8 hrs, and we still haven't received the billing!! This hospital is UNDERSTAFFED. It will literally make you cry because it's so long and slow!! Make cardinal saints or makati med instead of St lukes bgc",0
2019,1,Here I went for a check-up for my OB...they asked me for 3k for the checkup then they said I should come back for the result when I returned the result to get it I wish I had added 3k again because they said the checkup fee is different from getting results. our hospital is too expensive like money is just money!,0
2023,1,"When you are hospitalized and calculate the bill, two of the same tests are always included. This is my third hospitalization, and this time too, I was charged over 6,000 paso, so always check carefully.",0
2023,1,It is very difficult to contact the HMO department when calling your hot line number. I was on hold for 20 minutes and then when someone finally answered my call he just said hello and hung up. I tried to call back again and got the same …,0
2019,2,"So i got into the ER and was asked to register which was fine, I took my vital signs at 11:50pm then sabe cbc. I took blood at 1am then got the result at 5:15am it took too long for the result. And then we were asked to wait from another 20 …",0
2020,4,"This is a luxurious hospital. That's why it's expensive! Although it's expensive, the facilities are pretty good. But it's unusually cold! There was an air conditioner that could cool things down this much. It may have been cut with a …",2
2022,1,"Take your child for PCR, fill in all the child's personal information online in advance, pay in advance to make an appointment, and when you arrive at the site, the nurse asks you to fill in a paper form. I don't understand why the nurse …",0
2021,5,"Thank you for your help at the PCR test on the first basement floor, but it was completed fairly quickly. (I think it was 4500 pesos.) It's a high-end hospital, so it's best to be prepared if it's not covered by insurance.",2
2022,1,"Poor service, you have to look yayamanin so they can assist you, that's why ER is needed, based on my experience, so if you happen to be around BGC and need ER, stay away from them if you think you won't be yayamanin",0
2022,1,"The hospital is okay for those with money, but when you get a HMO health card, it takes a long time to wait 5 hours before you can be swabbed. ",0
2020,1,"I can't breathe anymore and yet I'm not a priority. Me foreigner who complained just went straight to the triage, he went first. Case to case basis??? Your risk assessment is very subjective.",0
2022,1,"it turns out that you can fall asleep quickly here. The bottom of the reviews is that when you are pregnant, you will give birth first before they assist you during the period. hay",1
2023,1,"The worst hospital I have ever been to, I wanted to leave and they wouldn't let me pay. The waiting room is cold and the doctors don't tell you anything.",0
2018,4,Thank you for your help with dialysis. The inside of the hospital was very clean and looked like a first-class hotel. The staff was very kind and made the dialysis session comfortable.,2
2020,5,"Bostandar Hospital is very high.. The hospital is accredited by the Mayo Clinic.. The staff’s reception is wonderful.. The ambulance and clinics provided their service, and the details of the case and treatment were in detail.",2
2017,3,"This hospital is said to be the most expensive in Manila. Anyway, health care comes first in the Philippines! by Philippine nightlife information site Pina!",1
2016,3,"It's a very nice hospital. However, when I went home, I tried to wait for a taxi, but it never came. In the end, we ended up waiting for a taxi for 4 hours.",0
2023,4,It is a very top hospital. The doctor is good and the equipment is good. Of course it will be more expensive.,2
2020,1,They are difficult to call. No one answered at the Pathology Department. I tried calling them every hour but no one answered for inquiries.,0
2022,5,The Security Guard in the Out Patient Department is the best. Sir is attentive and approachable,2
2019,1,"POOR QUALITY OF SERVICE. PEOPLE WILL SLOW DOWN, JUST CALL THERE CALL HERE. PURE CHISMISAN LNG ALAM. D NMN CHINECHECK THE PATIENT FROM TIME TO TIME IF IT IS OK. THERE IS NO VOLUNTEER.",1
2020,4,"A famous medical center in Manila, distinguished by its high-quality services. Cleanliness, arrangement, and clear and distinctive location.",2
2019,1,"because I'm always hospitalized here, because it's the closest, I never got better. it's the last one. never again.",0
2023,2,"If your FoP here is HMO, you are not the prio",0
2024,5,TRUSTABLE,0
2019,5,"It's clean and secure, and there's a patient protection room (2,500 pesos per day).",2
2023,4,"If you don't have insurance, it's better to look for a more modest establishment.",1
2022,1,"Inefficiency, slowness, poor service, it took me a whole day to do an inspection",0
2018,5,Is it the best in Manila? It's better to come as early as possible. It gets very crowded if you're a little late.,1
2023,1,Boasts of Center of Excellence but no one answered the phone calls.,0
2018,1,They swiped a credit card twice but did not take action,0
2018,1,I'M SO DISAPPOINTED I CALLED THEN YOUR AGENT HAS NO WAY AND NO FRIENDLY PERSON..,0
2024,4,Pricey pero is difficult.,1
2021,5,It appears to be a well-run and modern hospital,2
2020,3,You need money to live comfortably there,1
2024,5,They are polite ,2
2023,5,BEAUTIFUL,2
2022,5,A big room,1
2021,3,The food here is bad!,0
2023,5,expensive hospital,1
2021,1,Rude people there.,0
2022,5,Beautiful,2
